院校代码,院校,年份,口径,专业/学科,总分线,官方URL,核对说明
10248,上海交通大学,2024,学校复试基本线(学科门类/类别),软件工程(专硕),310,https://www.gs.sjtu.edu.cn/storage/gs/web/yzbcn/article/2024/04/c2662f092fb2abd1a53f37f7763e0355.pdf,官方PDF/公告原文解析核录（总分线）
10248,上海交通大学,2025,学校复试基本线(学科门类/类别),软件工程(专硕),300,https://www.shsmu.edu.cn/__local/A/02/45/B1CA670395206A1F035624B155A_9723BBF0_1B5F1.pdf,官方PDF/公告原文解析核录（总分线）
10248,上海交通大学,2026,学校复试基本线(学科门类/类别),软件工程(专硕),315,https://yzb.sjtu.edu.cn/post/3503,官方PDF/公告原文解析核录（总分线）
10248,上海交通大学,2024,学校复试基本线(学科门类/类别),金融学(学硕),375,https://www.gs.sjtu.edu.cn/storage/gs/web/yzbcn/article/2024/04/c2662f092fb2abd1a53f37f7763e0355.pdf,官方PDF/公告原文解析核录（总分线）
10248,上海交通大学,2025,学校复试基本线(学科门类/类别),金融学(学硕),340,https://www.shsmu.edu.cn/__local/A/02/45/B1CA670395206A1F035624B155A_9723BBF0_1B5F1.pdf,官方PDF/公告原文解析核录（总分线）
10248,上海交通大学,2026,学校复试基本线(学科门类/类别),金融学(学硕),350,https://yzb.sjtu.edu.cn/post/3503,官方PDF/公告原文解析核录（总分线）
10248,上海交通大学,2024,学校复试基本线(学科门类/类别),金融(专硕),370,https://www.gs.sjtu.edu.cn/storage/gs/web/yzbcn/article/2024/04/c2662f092fb2abd1a53f37f7763e0355.pdf,官方PDF/公告原文解析核录（总分线）
10248,上海交通大学,2025,学校复试基本线(学科门类/类别),金融(专硕),340,https://www.shsmu.edu.cn/__local/A/02/45/B1CA670395206A1F035624B155A_9723BBF0_1B5F1.pdf,官方PDF/公告原文解析核录（总分线）
10248,上海交通大学,2026,学校复试基本线(学科门类/类别),金融(专硕),370,https://yzb.sjtu.edu.cn/post/3503,官方PDF/公告原文解析核录（总分线）
10248,上海交通大学,2024,学校复试基本线(学科门类/类别),法学(学硕),370,https://www.gs.sjtu.edu.cn/storage/gs/web/yzbcn/article/2024/04/c2662f092fb2abd1a53f37f7763e0355.pdf,官方PDF/公告原文解析核录（总分线）
10248,上海交通大学,2025,学校复试基本线(学科门类/类别),法学(学硕),360,https://www.shsmu.edu.cn/__local/A/02/45/B1CA670395206A1F035624B155A_9723BBF0_1B5F1.pdf,官方PDF/公告原文解析核录（总分线）
10248,上海交通大学,2026,学校复试基本线(学科门类/类别),法学(学硕),345,https://yzb.sjtu.edu.cn/post/3503,官方PDF/公告原文解析核录（总分线）
10248,上海交通大学,2026,学校复试基本线(学科门类/类别),教育学(学硕),380,https://yzb.sjtu.edu.cn/post/3503,官方PDF/公告原文解析核录（总分线）
10284,南京大学,2024,学校复试基本线(学科门类/类别),计算机科学与技术(学硕),305,https://yzb.nju.edu.cn/3e/ff/c47863a671487/page.htm,官方PDF/公告原文解析核录（总分线）
10284,南京大学,2025,学校复试基本线(学科门类/类别),计算机科学与技术(学硕),305,https://grawww.nju.edu.cn/6b/cb/c905a748491/page.htm,官方PDF/公告原文解析核录（总分线）
10284,南京大学,2026,学校复试基本线(学科门类/类别),计算机科学与技术(学硕),295,https://yzb.nju.edu.cn/9c/f9/c47863a826617/page.htm,官方PDF/公告原文解析核录（总分线）
10284,南京大学,2024,学校复试基本线(学科门类/类别),机械工程(学硕),305,https://yzb.nju.edu.cn/3e/ff/c47863a671487/page.htm,官方PDF/公告原文解析核录（总分线）
10284,南京大学,2025,学校复试基本线(学科门类/类别),机械工程(学硕),305,https://grawww.nju.edu.cn/6b/cb/c905a748491/page.htm,官方PDF/公告原文解析核录（总分线）
10284,南京大学,2026,学校复试基本线(学科门类/类别),机械工程(学硕),295,https://yzb.nju.edu.cn/9c/f9/c47863a826617/page.htm,官方PDF/公告原文解析核录（总分线）
10284,南京大学,2024,学校复试基本线(学科门类/类别),信息与通信工程(学硕),305,https://yzb.nju.edu.cn/3e/ff/c47863a671487/page.htm,官方PDF/公告原文解析核录（总分线）
10284,南京大学,2025,学校复试基本线(学科门类/类别),信息与通信工程(学硕),305,https://grawww.nju.edu.cn/6b/cb/c905a748491/page.htm,官方PDF/公告原文解析核录（总分线）
10284,南京大学,2026,学校复试基本线(学科门类/类别),信息与通信工程(学硕),295,https://yzb.nju.edu.cn/9c/f9/c47863a826617/page.htm,官方PDF/公告原文解析核录（总分线）
10284,南京大学,2024,学校复试基本线(学科门类/类别),计算机技术(专硕),315,https://yzb.nju.edu.cn/3e/ff/c47863a671487/page.htm,官方PDF/公告原文解析核录（总分线）
10284,南京大学,2025,学校复试基本线(学科门类/类别),计算机技术(专硕),315,https://grawww.nju.edu.cn/6b/cb/c905a748491/page.htm,官方PDF/公告原文解析核录（总分线）
10284,南京大学,2026,学校复试基本线(学科门类/类别),计算机技术(专硕),320,https://yzb.nju.edu.cn/9c/f9/c47863a826617/page.htm,官方PDF/公告原文解析核录（总分线）
10284,南京大学,2024,学校复试基本线(学科门类/类别),软件工程(专硕),315,https://yzb.nju.edu.cn/3e/ff/c47863a671487/page.htm,官方PDF/公告原文解析核录（总分线）
10284,南京大学,2025,学校复试基本线(学科门类/类别),软件工程(专硕),315,https://grawww.nju.edu.cn/6b/cb/c905a748491/page.htm,官方PDF/公告原文解析核录（总分线）
10284,南京大学,2026,学校复试基本线(学科门类/类别),软件工程(专硕),320,https://yzb.nju.edu.cn/9c/f9/c47863a826617/page.htm,官方PDF/公告原文解析核录（总分线）
10284,南京大学,2024,学校复试基本线(学科门类/类别),金融学(学硕),365,https://yzb.nju.edu.cn/3e/ff/c47863a671487/page.htm,官方PDF/公告原文解析核录（总分线）
10284,南京大学,2025,学校复试基本线(学科门类/类别),金融学(学硕),350,https://grawww.nju.edu.cn/6b/cb/c905a748491/page.htm,官方PDF/公告原文解析核录（总分线）
10284,南京大学,2026,学校复试基本线(学科门类/类别),金融学(学硕),360,https://yzb.nju.edu.cn/9c/f9/c47863a826617/page.htm,官方PDF/公告原文解析核录（总分线）
10284,南京大学,2024,学校复试基本线(学科门类/类别),金融(专硕),360,https://yzb.nju.edu.cn/3e/ff/c47863a671487/page.htm,官方PDF/公告原文解析核录（总分线）
10284,南京大学,2025,学校复试基本线(学科门类/类别),金融(专硕),375,https://grawww.nju.edu.cn/6b/cb/c905a748491/page.htm,官方PDF/公告原文解析核录（总分线）
10284,南京大学,2026,学校复试基本线(学科门类/类别),金融(专硕),325,https://yzb.nju.edu.cn/9c/f9/c47863a826617/page.htm,官方PDF/公告原文解析核录（总分线）
10284,南京大学,2024,学校复试基本线(学科门类/类别),教育学(学硕),360,https://yzb.nju.edu.cn/3e/ff/c47863a671487/page.htm,官方PDF/公告原文解析核录（总分线）
10284,南京大学,2025,学校复试基本线(学科门类/类别),教育学(学硕),345,https://grawww.nju.edu.cn/6b/cb/c905a748491/page.htm,官方PDF/公告原文解析核录（总分线）
10284,南京大学,2026,学校复试基本线(学科门类/类别),教育学(学硕),347,https://yzb.nju.edu.cn/9c/f9/c47863a826617/page.htm,官方PDF/公告原文解析核录（总分线）
10284,南京大学,2024,学校复试基本线(学科门类/类别),法学(学硕),340,https://yzb.nju.edu.cn/3e/ff/c47863a671487/page.htm,官方PDF/公告原文解析核录（总分线）
10284,南京大学,2025,学校复试基本线(学科门类/类别),法学(学硕),340,https://grawww.nju.edu.cn/6b/cb/c905a748491/page.htm,官方PDF/公告原文解析核录（总分线）
10284,南京大学,2026,学校复试基本线(学科门类/类别),法学(学硕),335,https://yzb.nju.edu.cn/9c/f9/c47863a826617/page.htm,官方PDF/公告原文解析核录（总分线）
10286,东南大学,2024,学校复试基本线(学科门类/类别),计算机科学与技术(学硕),310,https://yzb.seu.edu.cn/2024/0314/c6676a484092/page.htm,官方PDF/公告原文解析核录（总分线）
10286,东南大学,2025,学校复试基本线(学科门类/类别),计算机科学与技术(学硕),310,https://yzb.seu.edu.cn/2025/0314/c6676a521705/page.htm,官方PDF/公告原文解析核录（总分线）
10286,东南大学,2026,学校复试基本线(学科门类/类别),计算机科学与技术(学硕),320,https://yzb.seu.edu.cn/2026/0314/c6676a558100/page.psp,官方PDF/公告原文解析核录（总分线）
10286,东南大学,2024,学校复试基本线(学科门类/类别),机械工程(学硕),310,https://yzb.seu.edu.cn/2024/0314/c6676a484092/page.htm,官方PDF/公告原文解析核录（总分线）
10286,东南大学,2025,学校复试基本线(学科门类/类别),机械工程(学硕),310,https://yzb.seu.edu.cn/2025/0314/c6676a521705/page.htm,官方PDF/公告原文解析核录（总分线）
10286,东南大学,2026,学校复试基本线(学科门类/类别),机械工程(学硕),320,https://yzb.seu.edu.cn/2026/0314/c6676a558100/page.psp,官方PDF/公告原文解析核录（总分线）
10286,东南大学,2024,学校复试基本线(学科门类/类别),信息与通信工程(学硕),310,https://yzb.seu.edu.cn/2024/0314/c6676a484092/page.htm,官方PDF/公告原文解析核录（总分线）
10286,东南大学,2025,学校复试基本线(学科门类/类别),信息与通信工程(学硕),310,https://yzb.seu.edu.cn/2025/0314/c6676a521705/page.htm,官方PDF/公告原文解析核录（总分线）
10286,东南大学,2026,学校复试基本线(学科门类/类别),信息与通信工程(学硕),320,https://yzb.seu.edu.cn/2026/0314/c6676a558100/page.psp,官方PDF/公告原文解析核录（总分线）
10286,东南大学,2024,学校复试基本线(学科门类/类别),计算机技术(专硕),310,https://yzb.seu.edu.cn/2024/0314/c6676a484092/page.htm,官方PDF/公告原文解析核录（总分线）
10286,东南大学,2025,学校复试基本线(学科门类/类别),计算机技术(专硕),310,https://yzb.seu.edu.cn/2025/0314/c6676a521705/page.htm,官方PDF/公告原文解析核录（总分线）
10286,东南大学,2026,学校复试基本线(学科门类/类别),计算机技术(专硕),320,https://yzb.seu.edu.cn/2026/0314/c6676a558100/page.psp,官方PDF/公告原文解析核录（总分线）
10286,东南大学,2024,学校复试基本线(学科门类/类别),软件工程(专硕),310,https://yzb.seu.edu.cn/2024/0314/c6676a484092/page.htm,官方PDF/公告原文解析核录（总分线）
10286,东南大学,2025,学校复试基本线(学科门类/类别),软件工程(专硕),310,https://yzb.seu.edu.cn/2025/0314/c6676a521705/page.htm,官方PDF/公告原文解析核录（总分线）
10286,东南大学,2026,学校复试基本线(学科门类/类别),软件工程(专硕),320,https://yzb.seu.edu.cn/2026/0314/c6676a558100/page.psp,官方PDF/公告原文解析核录（总分线）
10286,东南大学,2024,学校复试基本线(学科门类/类别),金融学(学硕),360,https://yzb.seu.edu.cn/2024/0314/c6676a484092/page.htm,官方PDF/公告原文解析核录（总分线）
10286,东南大学,2025,学校复试基本线(学科门类/类别),金融学(学硕),355,https://yzb.seu.edu.cn/2025/0314/c6676a521705/page.htm,官方PDF/公告原文解析核录（总分线）
10286,东南大学,2026,学校复试基本线(学科门类/类别),金融学(学硕),365,https://yzb.seu.edu.cn/2026/0314/c6676a558100/page.psp,官方PDF/公告原文解析核录（总分线）
10286,东南大学,2024,学校复试基本线(学科门类/类别),金融(专硕),365,https://yzb.seu.edu.cn/2024/0314/c6676a484092/page.htm,官方PDF/公告原文解析核录（总分线）
10286,东南大学,2025,学校复试基本线(学科门类/类别),金融(专硕),335,https://yzb.seu.edu.cn/2025/0314/c6676a521705/page.htm,官方PDF/公告原文解析核录（总分线）
10286,东南大学,2026,学校复试基本线(学科门类/类别),金融(专硕),380,https://yzb.seu.edu.cn/2026/0314/c6676a558100/page.psp,官方PDF/公告原文解析核录（总分线）
10286,东南大学,2024,学校复试基本线(学科门类/类别),教育学(学硕),350,https://yzb.seu.edu.cn/2024/0314/c6676a484092/page.htm,官方PDF/公告原文解析核录（总分线）
10286,东南大学,2025,学校复试基本线(学科门类/类别),教育学(学硕),341,https://yzb.seu.edu.cn/2025/0314/c6676a521705/page.htm,官方PDF/公告原文解析核录（总分线）
10286,东南大学,2026,学校复试基本线(学科门类/类别),教育学(学硕),350,https://yzb.seu.edu.cn/2026/0314/c6676a558100/page.psp,官方PDF/公告原文解析核录（总分线）
10286,东南大学,2024,学校复试基本线(学科门类/类别),法学(学硕),375,https://yzb.seu.edu.cn/2024/0314/c6676a484092/page.htm,官方PDF/公告原文解析核录（总分线）
10286,东南大学,2025,学校复试基本线(学科门类/类别),法学(学硕),345,https://yzb.seu.edu.cn/2025/0314/c6676a521705/page.htm,官方PDF/公告原文解析核录（总分线）
10286,东南大学,2026,学校复试基本线(学科门类/类别),法学(学硕),355,https://yzb.seu.edu.cn/2026/0314/c6676a558100/page.psp,官方PDF/公告原文解析核录（总分线）
10269,华东师范大学,2024,分专业复试线,计算机科学与技术(学硕),340,https://yjszs.ecnu.edu.cn/_upload/article/files/db/d7/3bd3f224457babca17731a7d8310/3ff99930-f6e0-488d-9ef9-aebdf36d875c.pdf,官方公告原文核录（分学院/专业口径）
10269,华东师范大学,2025,分专业复试线,计算机科学与技术(学硕),325,https://yjszs.ecnu.edu.cn/58/c8/c43463a678088/page.htm,官方公告原文核录（分学院/专业口径）
10269,华东师范大学,2024,分专业复试线,信息与通信工程(学硕),273,https://yjszs.ecnu.edu.cn/_upload/article/files/db/d7/3bd3f224457babca17731a7d8310/3ff99930-f6e0-488d-9ef9-aebdf36d875c.pdf,官方公告原文核录（分学院/专业口径）
10269,华东师范大学,2025,分专业复试线,信息与通信工程(学硕),310,https://yjszs.ecnu.edu.cn/58/c8/c43463a678088/page.htm,官方公告原文核录（分学院/专业口径）
10269,华东师范大学,2024,分专业复试线,计算机技术(专硕),273,https://yjszs.ecnu.edu.cn/_upload/article/files/db/d7/3bd3f224457babca17731a7d8310/3ff99930-f6e0-488d-9ef9-aebdf36d875c.pdf,官方公告原文核录（分学院/专业口径）
10269,华东师范大学,2025,分专业复试线,计算机技术(专硕),260,https://yjszs.ecnu.edu.cn/58/c8/c43463a678088/page.htm,官方公告原文核录（分学院/专业口径）
10269,华东师范大学,2026,分专业复试线,计算机技术(专硕),264,https://yjszs.ecnu.edu.cn/6b/94/c43463a748436/page.htm,官方公告原文核录（分学院/专业口径）
10269,华东师范大学,2024,分专业复试线,软件工程(专硕),273,https://yjszs.ecnu.edu.cn/_upload/article/files/db/d7/3bd3f224457babca17731a7d8310/3ff99930-f6e0-488d-9ef9-aebdf36d875c.pdf,官方公告原文核录（分学院/专业口径）
10269,华东师范大学,2025,分专业复试线,软件工程(专硕),260,https://yjszs.ecnu.edu.cn/58/c8/c43463a678088/page.htm,官方公告原文核录（分学院/专业口径）
10269,华东师范大学,2026,分专业复试线,软件工程(专硕),264,https://yjszs.ecnu.edu.cn/6b/94/c43463a748436/page.htm,官方公告原文核录（分学院/专业口径）
10269,华东师范大学,2024,分专业复试线,金融学(学硕),367,https://yjszs.ecnu.edu.cn/_upload/article/files/db/d7/3bd3f224457babca17731a7d8310/3ff99930-f6e0-488d-9ef9-aebdf36d875c.pdf,官方公告原文核录（分学院/专业口径）
10269,华东师范大学,2025,分专业复试线,金融学(学硕),377,https://yjszs.ecnu.edu.cn/58/c8/c43463a678088/page.htm,官方公告原文核录（分学院/专业口径）
10269,华东师范大学,2026,分专业复试线,金融学(学硕),360,https://yjszs.ecnu.edu.cn/6b/94/c43463a748436/page.htm,官方公告原文核录（分学院/专业口径）
10269,华东师范大学,2024,分专业复试线,金融(专硕),368,https://yjszs.ecnu.edu.cn/_upload/article/files/db/d7/3bd3f224457babca17731a7d8310/3ff99930-f6e0-488d-9ef9-aebdf36d875c.pdf,官方公告原文核录（分学院/专业口径）
10269,华东师范大学,2025,分专业复试线,金融(专硕),351,https://yjszs.ecnu.edu.cn/58/c8/c43463a678088/page.htm,官方公告原文核录（分学院/专业口径）
10269,华东师范大学,2026,分专业复试线,金融(专硕),357,https://yjszs.ecnu.edu.cn/6b/94/c43463a748436/page.htm,官方公告原文核录（分学院/专业口径）
10269,华东师范大学,2024,分专业复试线,法学(学硕),359,https://yjszs.ecnu.edu.cn/_upload/article/files/db/d7/3bd3f224457babca17731a7d8310/3ff99930-f6e0-488d-9ef9-aebdf36d875c.pdf,官方公告原文核录（分学院/专业口径）
10269,华东师范大学,2025,分专业复试线,法学(学硕),338,https://yjszs.ecnu.edu.cn/58/c8/c43463a678088/page.htm,官方公告原文核录（分学院/专业口径）
10269,华东师范大学,2026,分专业复试线,法学(学硕),356,https://yjszs.ecnu.edu.cn/6b/94/c43463a748436/page.htm,官方公告原文核录（分学院/专业口径）
10269,华东师范大学,2024,分专业复试线,教育学(学硕),376,https://yjszs.ecnu.edu.cn/_upload/article/files/db/d7/3bd3f224457babca17731a7d8310/3ff99930-f6e0-488d-9ef9-aebdf36d875c.pdf,官方公告原文核录（分学院/专业口径）
10269,华东师范大学,2025,分专业复试线,教育学(学硕),343,https://yjszs.ecnu.edu.cn/58/c8/c43463a678088/page.htm,官方公告原文核录（分学院/专业口径）
10269,华东师范大学,2026,分专业复试线,教育学(学硕),365,https://yjszs.ecnu.edu.cn/6b/94/c43463a748436/page.htm,官方公告原文核录（分学院/专业口径）
10272,上海财经大学,2024,分专业复试线,金融学(学硕),338,https://gs.sufe.edu.cn/Home/Detail/7586,官方网页表格逐字核录（分专业口径）
10272,上海财经大学,2025,分专业复试线,金融学(学硕),323,https://gs.sufe.edu.cn/Home/Detail/7812,官方网页表格逐字核录（分专业口径）
10272,上海财经大学,2026,分专业复试线,金融学(学硕),324,https://gs.sufe.edu.cn/Home/Detail/7976,官方网页表格逐字核录（分专业口径）
10272,上海财经大学,2024,分专业复试线,金融(专硕),338,https://gs.sufe.edu.cn/Home/Detail/7586,官方网页表格逐字核录（分专业口径）
10272,上海财经大学,2025,分专业复试线,金融(专硕),323,https://gs.sufe.edu.cn/Home/Detail/7812,官方网页表格逐字核录（分专业口径）
10272,上海财经大学,2026,分专业复试线,金融(专硕),324,https://gs.sufe.edu.cn/Home/Detail/7976,官方网页表格逐字核录（分专业口径）
10272,上海财经大学,2024,分专业复试线,法学(学硕),331,https://gs.sufe.edu.cn/Home/Detail/7586,官方网页表格逐字核录（分专业口径）
10272,上海财经大学,2025,分专业复试线,法学(学硕),323,https://gs.sufe.edu.cn/Home/Detail/7812,官方网页表格逐字核录（分专业口径）
10272,上海财经大学,2026,分专业复试线,法学(学硕),321,https://gs.sufe.edu.cn/Home/Detail/7976,官方网页表格逐字核录（分专业口径）
10337,浙江工业大学,2024,分专业复试线,信息与通信工程(学硕),313,http://www.yz.zjut.edu.cn/2024/0328/c4167a256203/page.htm,官方分数线原图本地OCR核录
10337,浙江工业大学,2025,分专业复试线,信息与通信工程(学硕),260,http://www.yz.zjut.edu.cn/2025/0327/c4270a301258/page.htm,官方分数线原图本地OCR核录
10337,浙江工业大学,2026,分专业复试线,信息与通信工程(学硕),264,http://www.yz.zjut.edu.cn/2026/0328/c4270a329985/page.htm,官方分数线原图本地OCR核录
10337,浙江工业大学,2024,分专业复试线,计算机科学与技术(学硕),309,http://www.yz.zjut.edu.cn/2024/0328/c4167a256203/page.htm,官方分数线原图本地OCR核录
10337,浙江工业大学,2025,分专业复试线,计算机科学与技术(学硕),278,http://www.yz.zjut.edu.cn/2025/0327/c4270a301258/page.htm,官方分数线原图本地OCR核录
10337,浙江工业大学,2026,分专业复试线,计算机科学与技术(学硕),293,http://www.yz.zjut.edu.cn/2026/0328/c4270a329985/page.htm,官方分数线原图本地OCR核录
10337,浙江工业大学,2024,分专业复试线,计算机技术(专硕),282,http://www.yz.zjut.edu.cn/2024/0328/c4167a256203/page.htm,官方分数线原图本地OCR核录
10337,浙江工业大学,2026,分专业复试线,计算机技术(专硕),300,http://www.yz.zjut.edu.cn/2026/0328/c4270a329985/page.htm,官方分数线原图本地OCR核录
10337,浙江工业大学,2024,分专业复试线,软件工程(专硕),275,http://www.yz.zjut.edu.cn/2024/0328/c4167a256203/page.htm,官方分数线原图本地OCR核录
10337,浙江工业大学,2025,分专业复试线,软件工程(专硕),270,http://www.yz.zjut.edu.cn/2025/0327/c4270a301258/page.htm,官方分数线原图本地OCR核录
10337,浙江工业大学,2026,分专业复试线,软件工程(专硕),264,http://www.yz.zjut.edu.cn/2026/0328/c4270a329985/page.htm,官方分数线原图本地OCR核录
10337,浙江工业大学,2024,分专业复试线,教育学(学硕),350,http://www.yz.zjut.edu.cn/2024/0328/c4167a256203/page.htm,官方分数线原图本地OCR核录
10337,浙江工业大学,2025,分专业复试线,教育学(学硕),341,http://www.yz.zjut.edu.cn/2025/0327/c4270a301258/page.htm,官方分数线原图本地OCR核录
10337,浙江工业大学,2026,分专业复试线,教育学(学硕),347,http://www.yz.zjut.edu.cn/2026/0328/c4270a329985/page.htm,官方分数线原图本地OCR核录
10337,浙江工业大学,2024,分专业复试线,法学(学硕),331,http://www.yz.zjut.edu.cn/2024/0328/c4167a256203/page.htm,官方分数线原图本地OCR核录
10337,浙江工业大学,2025,分专业复试线,法学(学硕),323,http://www.yz.zjut.edu.cn/2025/0327/c4270a301258/page.htm,官方分数线原图本地OCR核录
10337,浙江工业大学,2026,分专业复试线,法学(学硕),321,http://www.yz.zjut.edu.cn/2026/0328/c4270a329985/page.htm,官方分数线原图本地OCR核录
10337,浙江工业大学,2024,分专业复试线,金融(专硕),338,http://www.yz.zjut.edu.cn/2024/0328/c4167a256203/page.htm,官方分数线原图本地OCR核录
10337,浙江工业大学,2025,分专业复试线,金融(专硕),349,http://www.yz.zjut.edu.cn/2025/0327/c4270a301258/page.htm,官方分数线原图本地OCR核录
10337,浙江工业大学,2026,分专业复试线,金融(专硕),324,http://www.yz.zjut.edu.cn/2026/0328/c4270a329985/page.htm,官方分数线原图本地OCR核录
10337,浙江工业大学,2024,分专业复试线,金融学(学硕),338,http://www.yz.zjut.edu.cn/2024/0328/c4167a256203/page.htm,官方分数线原图本地OCR核录
10337,浙江工业大学,2025,分专业复试线,金融学(学硕),323,http://www.yz.zjut.edu.cn/2025/0327/c4270a301258/page.htm,官方分数线原图本地OCR核录
10337,浙江工业大学,2026,分专业复试线,金融学(学硕),264,http://www.yz.zjut.edu.cn/2026/0328/c4270a329985/page.htm,官方分数线原图本地OCR核录
10338,浙江理工大学,2026,分专业复试线,计算机科学与技术(学硕),264,https://gradadmission.zstu.edu.cn/info/1011/3343.htm,官方网页表格逐字核录（分专业口径）
10338,浙江理工大学,2026,分专业复试线,计算机技术(专硕),338,https://gradadmission.zstu.edu.cn/info/1011/3343.htm,官方网页表格逐字核录（分专业口径）
10338,浙江理工大学,2026,分专业复试线,机械工程(学硕),264,https://gradadmission.zstu.edu.cn/info/1011/3343.htm,官方网页表格逐字核录（分专业口径）
10338,浙江理工大学,2026,分专业复试线,信息与通信工程(学硕),264,https://gradadmission.zstu.edu.cn/info/1011/3343.htm,官方网页表格逐字核录（分专业口径）
10338,浙江理工大学,2026,分专业复试线,金融(专硕),324,https://gradadmission.zstu.edu.cn/info/1011/3343.htm,官方网页表格逐字核录（分专业口径）
10338,浙江理工大学,2026,分专业复试线,法学(学硕),321,https://gradadmission.zstu.edu.cn/info/1011/3343.htm,官方网页表格逐字核录（分专业口径）
10338,浙江理工大学,2026,分专业复试线,金融学(学硕),324,https://gradadmission.zstu.edu.cn/info/1011/3343.htm,官方网页表格逐字核录（分专业口径）
10486,武汉大学,2024,自划线-分培养单位复试线,计算机科学与技术(学硕),350,https://wdyz.whu.edu.cn/info/1026/6373.htm,官方PDF/网页表格核录（分培养单位口径）
10486,武汉大学,2025,自划线-分培养单位复试线,计算机科学与技术(学硕),325,https://wdyz.whu.edu.cn/info/1026/7293.htm,官方PDF/网页表格核录（分培养单位口径）
10486,武汉大学,2024,自划线-分培养单位复试线,信息与通信工程(学硕),315,https://wdyz.whu.edu.cn/info/1026/6373.htm,官方PDF/网页表格核录（分培养单位口径）
10486,武汉大学,2025,自划线-分培养单位复试线,信息与通信工程(学硕),310,https://wdyz.whu.edu.cn/info/1026/7293.htm,官方PDF/网页表格核录（分培养单位口径）
10486,武汉大学,2024,自划线-分培养单位复试线,机械工程(学硕),300,https://wdyz.whu.edu.cn/info/1026/6373.htm,官方PDF/网页表格核录（分培养单位口径）
10486,武汉大学,2025,自划线-分培养单位复试线,机械工程(学硕),290,https://wdyz.whu.edu.cn/info/1026/7293.htm,官方PDF/网页表格核录（分培养单位口径）
10486,武汉大学,2024,自划线-分培养单位复试线,计算机技术(专硕),335,https://wdyz.whu.edu.cn/info/1026/6373.htm,官方PDF/网页表格核录（分培养单位口径）
10486,武汉大学,2025,自划线-分培养单位复试线,计算机技术(专硕),320,https://wdyz.whu.edu.cn/info/1026/7293.htm,官方PDF/网页表格核录（分培养单位口径）
10486,武汉大学,2024,自划线-分培养单位复试线,软件工程(专硕),315,https://wdyz.whu.edu.cn/info/1026/6373.htm,官方PDF/网页表格核录（分培养单位口径）
10486,武汉大学,2025,自划线-分培养单位复试线,软件工程(专硕),310,https://wdyz.whu.edu.cn/info/1026/7293.htm,官方PDF/网页表格核录（分培养单位口径）
10486,武汉大学,2024,自划线-分培养单位复试线,金融学(学硕),350,https://wdyz.whu.edu.cn/info/1026/6373.htm,官方PDF/网页表格核录（分培养单位口径）
10486,武汉大学,2025,自划线-分培养单位复试线,金融学(学硕),340,https://wdyz.whu.edu.cn/info/1026/7293.htm,官方PDF/网页表格核录（分培养单位口径）
10486,武汉大学,2024,自划线-分培养单位复试线,金融(专硕),338,https://wdyz.whu.edu.cn/info/1026/6373.htm,官方PDF/网页表格核录（分培养单位口径）
10486,武汉大学,2025,自划线-分培养单位复试线,金融(专硕),370,https://wdyz.whu.edu.cn/info/1026/7293.htm,官方PDF/网页表格核录（分培养单位口径）
10486,武汉大学,2024,自划线-分培养单位复试线,法学(学硕),376,https://wdyz.whu.edu.cn/info/1026/6373.htm,官方PDF/网页表格核录（分培养单位口径）
10486,武汉大学,2025,自划线-分培养单位复试线,法学(学硕),335,https://wdyz.whu.edu.cn/info/1026/7293.htm,官方PDF/网页表格核录（分培养单位口径）
10288,南京理工大学,2024,分专业复试线,计算机科学与技术(学硕),350,https://gs.njust.edu.cn/c3/64/c14687a312164/page.htm,官方网页表格逐字核录（分专业口径）
10288,南京理工大学,2025,分专业复试线,计算机科学与技术(学硕),335,https://gs.njust.edu.cn/zsw/63/17/c4585a353047/page.htm,官方网页表格逐字核录（分专业口径）
10288,南京理工大学,2026,分专业复试线,计算机科学与技术(学硕),330,https://gs.njust.edu.cn/zsw/84/58/c4585a361560/page.htm,官方网页表格逐字核录（分专业口径）
10288,南京理工大学,2025,分专业复试线,信息与通信工程(学硕),320,https://gs.njust.edu.cn/zsw/63/17/c4585a353047/page.htm,官方网页表格逐字核录（分专业口径）
10288,南京理工大学,2026,分专业复试线,信息与通信工程(学硕),330,https://gs.njust.edu.cn/zsw/84/58/c4585a361560/page.htm,官方网页表格逐字核录（分专业口径）
10288,南京理工大学,2025,分专业复试线,机械工程(学硕),305,https://gs.njust.edu.cn/zsw/63/17/c4585a353047/page.htm,官方网页表格逐字核录（分专业口径）
10288,南京理工大学,2026,分专业复试线,机械工程(学硕),350,https://gs.njust.edu.cn/zsw/84/58/c4585a361560/page.htm,官方网页表格逐字核录（分专业口径）
10288,南京理工大学,2024,分专业复试线,计算机技术(专硕),355,https://gs.njust.edu.cn/c3/64/c14687a312164/page.htm,官方网页表格逐字核录（分专业口径）
10288,南京理工大学,2025,分专业复试线,计算机技术(专硕),340,https://gs.njust.edu.cn/zsw/63/17/c4585a353047/page.htm,官方网页表格逐字核录（分专业口径）
10288,南京理工大学,2026,分专业复试线,计算机技术(专硕),360,https://gs.njust.edu.cn/zsw/84/58/c4585a361560/page.htm,官方网页表格逐字核录（分专业口径）
10288,南京理工大学,2024,分专业复试线,软件工程(专硕),355,https://gs.njust.edu.cn/c3/64/c14687a312164/page.htm,官方网页表格逐字核录（分专业口径）
